Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Requested Coolant Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C],Location
0.0,2.22,487.0,25.18,25.0,0.54,0.0,379.9,-12.9,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.2958, 76.6394)"
0.1,2.32,487.0,25.49,35.53,0.68,0.0,379.89,-13.0,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29583228549589, 76.63944563347984)"
0.2,2.53,487.0,25.03,48.03,0.92,0.0,379.79,-14.1,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.295864570991784, 76.63949126695968)"
0.3,2.81,487.0,24.89,55.97,1.06,0.0,379.7,-15.14,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.295896856487674, 76.63953690043951)"
0.4,3.12,487.0,24.08,56.09,1.1,0.0,379.7,-15.59,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.295929141983565, 76.63958253391935)"
0.5,3.47,487.0,22.54,59.38,1.12,0.0,379.7,-16.0,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.295961427479456, 76.6396281673992)"
0.6,3.8,487.0,20.03,59.0,1.09,0.0,379.7,-16.05,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29599371297535, 76.63967380087904)"
0.7,4.12,487.0,17.1,55.97,0.99,0.0,379.7,-16.0,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29602599847124, 76.63971943435887)"
0.8,4.38,487.0,15.27,47.75,0.84,0.0,379.75,-14.9,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296058283967131, 76.63976506783871)"
0.9,4.58,487.0,14.8,36.38,0.65,0.0,379.8,-13.81,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296090569463024, 76.63981070131855)"
1.0,4.73,487.0,14.95,26.47,0.5,0.0,379.85,-12.86,31.0,32.0,63.4,72.0,8,90,0.0,0,2.57,0,33.5,0,14.5,39.84,"(12.296122854958915, 76.6398563347984)"
1.1,4.82,487.0,15.74,19.44,0.45,0.0,379.9,-11.95,31.0,32.0,63.4,72.0,8,90,0.0,0,2.59,0,33.5,0,14.5,39.84,"(12.296155140454806, 76.63990196827822)"
1.2,4.88,487.0,20.08,14.52,0.4,0.0,379.9,-11.4,31.0,32.0,63.4,72.0,8,90,0.0,0,2.6,0,33.5,0,14.5,39.84,"(12.296187425950697, 76.63994760175807)"
1.3,4.91,487.0,24.4,12.99,0.35,0.0,379.9,-10.97,31.0,32.0,63.4,72.0,8,90,0.0,0,2.6,0,33.5,0,14.5,39.84,"(12.29621971144659, 76.63999323523791)"
1.4,4.93,487.0,25.98,13.49,0.36,0.0,379.9,-11.67,31.0,32.0,63.4,72.0,8,90,0.0,0,2.6,0,33.5,0,14.5,39.84,"(12.29625199694248, 76.64003886871775)"
1.5,4.99,487.0,27.2,18.04,0.4,0.0,379.89,-12.42,31.0,32.0,63.4,72.0,8,90,0.0,0,2.59,0,33.5,0,14.5,39.84,"(12.296284282438371, 76.64008450219758)"
1.6,5.12,487.0,29.38,26.49,0.48,0.0,379.79,-13.72,31.0,32.0,63.4,72.0,8,90,0.0,0,2.58,0,33.5,0,14.5,39.84,"(12.296316567934262, 76.64013013567742)"
1.7,5.25,487.0,30.63,33.51,0.64,0.0,379.69,-15.05,31.0,32.0,63.4,72.0,8,90,0.0,0,2.58,0,33.5,0,14.5,39.84,"(12.296348853430155, 76.64017576915727)"
1.8,5.45,487.0,32.18,43.52,0.77,0.0,379.59,-16.65,31.0,32.0,63.4,72.0,8,90,0.0,0,2.57,0,33.5,0,14.5,39.84,"(12.296381138926046, 76.64022140263711)"
1.9,5.65,487.0,32.18,52.52,0.84,0.0,379.5,-18.19,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296413424421937, 76.64026703611694)"
2.0,5.9,487.0,32.18,59.02,0.91,0.0,379.45,-19.19,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29644570991783, 76.64031266959678)"
2.1,6.18,487.0,33.1,61.04,0.93,0.0,379.4,-20.18,31.0,32.0,63.4,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29647799541372, 76.64035830307662)"
2.2,6.5,487.0,33.4,64.49,0.96,0.0,379.35,-20.98,31.0,32.0,63.35,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296510280909612, 76.64040393655647)"
2.3,6.83,487.0,33.4,65.51,1.01,0.0,379.3,-21.71,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296542566405503, 76.64044957003631)"
2.4,7.18,487.0,33.28,66.0,0.99,0.0,379.25,-21.86,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296574851901395, 76.64049520351614)"
2.5,7.5,487.0,33.4,64.99,0.91,0.0,379.2,-21.99,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296607137397286, 76.64054083699598)"
2.6,7.83,487.0,33.88,61.99,0.81,0.0,379.2,-21.84,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296639422893177, 76.64058647047582)"
2.7,8.16,487.0,34.03,58.98,0.82,0.0,379.2,-21.62,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.29667170838907, 76.64063210395567)"
2.8,8.49,487.0,34.03,53.98,0.82,0.0,379.25,-20.77,31.0,32.0,63.3,72.0,8,90,0.0,0,2.56,0,33.5,0,14.5,39.84,"(12.296703993884961, 76.6406777374355)"
2.9,8.76,487.0,34.2,49.48,0.67,0.0,379.3,-19.91,31.0,32.0,63.3,72.0,8,90,0.0,0,2.57,0,33.5,0,14.5,39.84,"(12.296736279380852, 76.64072337091534)"
3.0,8.97,487.0,35.28,43.96,0.52,0.0,379.35,-18.91,31.0,32.0,63.3,72.0,8,90,0.0,0,2.57,0,33.5,0,14.5,39.84,"(12.296768564876743, 76.64076900439518)"
3.1,9.11,487.0,35.28,37.01,0.44,0.0,379.4,-18.0,31.0,32.0,63.3,72.0,8,90,0.0,0,2.58,0,33.5,0,14.5,39.84,"(12.296800850372636, 76.64081463787502)"
3.2,9.29,487.0,35.28,36.49,0.41,0.0,379.4,-17.95,31.0,32.0,63.3,72.0,8,90,0.0,0,2.58,0,33.5,0,14.5,39.84,"(12.296833135868527, 76.64086027135485)"
3.3,9.53,487.0,35.28,33.99,0.36,0.0,379.4,-17.88,31.0,32.0,63.3,72.0,8,90,0.0,0,2.59,0,33.5,0,14.5,39.84,"(12.296865421364418, 76.6409059048347)"
3.4,9.62,487.0,35.58,33.5,0.3,0.0,379.45,-17.63,31.0,32.0,63.3,72.0,8,90,0.0,0,2.59,0,33.5,0,14.52,39.84,"(12.29689770686031, 76.64095153831454)"
3.5,9.71,487.0,36.5,32.01,0.25,0.0,379.5,-17.41,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.57,39.84,"(12.296929992356201, 76.64099717179438)"
3.6,9.82,487.0,37.75,31.51,0.27,0.0,379.45,-17.51,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.62,39.84,"(12.296962277852092, 76.64104280527421)"
3.7,9.93,487.0,38.68,32.99,0.32,0.0,379.4,-17.75,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.67,39.84,"(12.296994563347983, 76.64108843875405)"
3.8,10.03,487.0,40.23,35.01,0.24,0.0,379.35,-19.3,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.72,39.84,"(12.297026848843876, 76.6411340722339)"
3.9,10.23,487.0,42.25,40.53,0.42,0.0,379.28,-21.07,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.77,39.84,"(12.297059134339767, 76.64117970571374)"
4.0,10.41,487.0,41.93,54.56,0.68,0.0,379.03,-24.97,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.82,39.84,"(12.297091419835658, 76.64122533919357)"
4.1,10.68,487.0,41.93,69.53,0.72,0.0,378.79,-28.63,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.87,39.84,"(12.297123705331549, 76.64127097267341)"
4.2,11.11,487.0,43.03,74.51,0.9,0.0,378.69,-30.03,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.92,39.84,"(12.297155990827441, 76.64131660615325)"
4.3,11.47,487.0,43.03,76.02,1.0,0.0,378.59,-31.5,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,14.97,39.84,"(12.297188276323332, 76.6413622396331)"
4.4,11.81,487.0,43.03,84.52,1.02,0.0,378.44,-33.65,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297220561819223, 76.64140787311293)"
4.5,12.16,487.0,43.18,89.98,1.08,0.0,378.29,-35.72,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297252847315116, 76.64145350659277)"
4.6,12.64,487.0,43.78,88.0,1.19,0.0,378.19,-37.02,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297285132811007, 76.64149914007261)"
4.7,12.98,487.0,44.88,90.03,1.29,0.0,378.09,-38.4,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297317418306898, 76.64154477355245)"
4.8,13.46,487.0,45.35,91.53,1.37,0.0,377.94,-40.55,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297349703802789, 76.6415904070323)"
4.9,13.96,487.0,45.2,97.02,1.43,0.0,377.79,-42.69,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297381989298682, 76.64163604051213)"
5.0,14.51,487.0,45.2,102.51,1.56,0.0,377.69,-44.69,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297414274794573, 76.64168167399197)"
5.1,15.04,487.0,45.35,101.51,1.57,0.0,377.59,-46.6,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297446560290464, 76.64172730747181)"
5.2,15.51,487.0,45.68,107.49,1.47,0.0,377.49,-47.65,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297478845786356, 76.64177294095165)"
5.3,16.01,487.0,45.83,103.99,1.46,0.0,377.39,-48.78,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297511131282247, 76.64181857443148)"
5.4,16.61,487.0,45.68,104.51,1.5,0.0,377.24,-50.68,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297543416778138, 76.64186420791133)"
5.5,17.16,487.0,45.83,106.99,1.54,0.0,377.1,-52.53,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.29757570227403, 76.64190984139117)"
5.6,17.72,487.0,46.6,103.5,1.62,0.0,377.05,-53.88,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297607987769922, 76.64195547487101)"
5.7,18.33,487.0,46.75,104.51,1.69,0.0,376.99,-55.27,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297640273265813, 76.64200110835084)"
5.8,18.92,487.0,47.05,106.98,1.74,0.0,376.84,-57.07,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297672558761704, 76.64204674183068)"
5.9,19.53,487.0,47.2,107.5,1.74,0.0,376.69,-58.83,31.0,32.0,63.3,72.0,8,90,0.0,0,2.6,0,33.5,0,15.0,39.84,"(12.297704844257597, 76.64209237531053)"
6.0,20.14,487.0,47.2,108.5,1.72,0.0,376.59,-60.18,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297737129753488, 76.64213800879037)"
6.1,20.79,487.0,47.2,107.5,1.76,0.0,376.49,-61.49,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297769415249379, 76.6421836422702)"
6.2,21.42,487.0,47.2,106.49,1.75,0.0,376.39,-62.44,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.29780170074527, 76.64222927575004)"
6.3,22.02,487.0,47.05,104.49,1.73,0.0,376.3,-63.38,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297833986241162, 76.64227490922988)"
6.4,22.62,487.0,46.75,104.5,1.74,0.0,376.25,-64.23,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297866271737053, 76.64232054270973)"
6.5,23.24,487.0,46.45,103.99,1.75,0.0,376.2,-65.07,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297898557232944, 76.64236617618955)"
6.6,23.82,487.0,46.28,101.99,1.74,0.0,376.15,-65.77,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297930842728835, 76.6424118096694)"
6.7,24.38,487.0,46.13,100.0,1.69,0.0,376.1,-66.39,31.0,32.0,63.3,72.0,8,90,0.0,0,2.76,0,33.5,0,15.0,39.84,"(12.297963128224728, 76.64245744314924)"
6.8,24.98,487.0,46.13,97.99,1.64,0.0,376.05,-66.29,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.297995413720619, 76.64250307662908)"
6.9,25.57,487.0,45.95,95.0,1.59,0.0,376.0,-66.11,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.29802769921651, 76.64254871010893)"
7.0,26.08,487.0,45.02,93.0,1.52,0.0,376.05,-65.16,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.298059984712403, 76.64259434358875)"
7.1,26.65,487.0,43.95,89.99,1.47,0.0,376.11,-63.97,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.298092270208294, 76.6426399770686)"
7.2,27.15,487.0,42.85,83.47,1.4,0.0,376.26,-60.42,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.298124555704185, 76.64268561054844)"
7.3,27.58,487.0,41.32,75.48,1.26,0.0,376.43,-56.65,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.298156841200075, 76.64273124402828)"
7.4,27.96,487.0,40.4,66.97,1.07,0.0,376.78,-50.8,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.298189126695968, 76.64277687750811)"
7.5,28.31,487.0,39.92,55.95,0.85,0.0,377.12,-45.1,31.0,32.0,63.3,72.0,8,90,0.0,0,3.0,0,33.5,0,15.0,39.84,"(12.29822141219186, 76.64282251098795)"
7.6,28.54,487.0,39.0,46.99,0.74,0.0,377.37,-40.9,31.0,32.0,63.25,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.29825369768775, 76.6428681444678)"
7.7,28.82,487.0,36.82,41.49,0.66,0.0,377.62,-36.77,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298285983183643, 76.64291377794764)"
7.8,29.02,487.0,36.5,34.99,0.52,0.0,377.82,-33.27,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298318268679534, 76.64295941142747)"
7.9,29.16,487.0,35.9,29.5,0.47,0.0,378.02,-29.78,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298350554175425, 76.64300504490731)"
8.0,29.29,487.0,33.27,25.48,0.39,0.0,378.22,-26.38,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298382839671316, 76.64305067838716)"
8.1,29.36,487.0,31.7,20.46,0.25,0.0,378.41,-23.14,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298415125167208, 76.643096311867)"
8.2,29.42,487.0,29.85,16.5,0.19,0.0,378.56,-21.44,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.2984474106631, 76.64314194534683)"
8.3,29.47,487.0,28.75,13.0,0.17,0.0,378.71,-19.77,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.29847969615899, 76.64318757882667)"
8.4,29.44,487.0,28.13,9.99,0.12,0.0,378.81,-18.42,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298511981654883, 76.64323321230651)"
8.5,29.46,487.0,28.12,8.49,0.05,0.0,378.91,-17.06,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298544267150774, 76.64327884578636)"
8.6,29.45,487.0,28.0,5.5,-0.02,0.0,379.01,-15.61,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298576552646665, 76.64332447926618)"
8.7,29.47,487.0,28.0,3.99,-0.06,0.0,379.1,-14.21,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298608838142556, 76.64337011274603)"
8.8,29.45,487.0,28.0,3.49,-0.07,0.0,379.15,-13.21,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298641123638449, 76.64341574622587)"
8.9,29.39,487.0,27.83,2.0,-0.05,0.0,379.2,-12.23,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.29867340913434, 76.64346137970571)"
9.0,29.32,487.0,28.0,0.99,-0.06,0.0,379.25,-11.53,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.29870569463023, 76.64350701318554)"
9.1,29.3,487.0,27.83,-0.02,-0.17,0.0,379.3,-10.81,31.0,32.0,63.2,72.0,8,90,0.0,0,3.32,0,33.5,0,15.0,39.84,"(12.298737980126123, 76.64355264666538)"
9.2,29.16,487.0,28.0,-5.02,-0.15,0.0,379.35,-9.86,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298770265622014, 76.64359828014523)"
9.3,29.08,487.0,28.0,-3.99,-0.15,0.0,379.4,-9.0,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.0,39.84,"(12.298802551117905, 76.64364391362507)"
9.4,29.03,487.0,28.0,-3.49,-0.16,0.0,379.4,-9.05,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.02,39.84,"(12.298834836613796, 76.64368954710491)"
9.5,28.93,487.0,28.0,-3.5,-0.1,0.0,379.4,-9.14,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.07,39.84,"(12.298867122109689, 76.64373518058474)"
9.6,28.83,487.0,28.6,-3.01,-0.12,0.0,379.4,-9.59,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.12,39.84,"(12.29889940760558, 76.64378081406458)"
9.7,28.78,487.0,29.68,-2.49,-0.16,0.0,379.4,-10.09,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.17,39.84,"(12.298931693101471, 76.64382644754443)"
9.8,28.71,487.0,31.85,0.0,-0.15,0.0,379.35,-11.09,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.22,39.84,"(12.298963978597362, 76.64387208102427)"
9.9,28.65,487.0,32.03,1.01,-0.15,0.0,379.3,-12.09,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.27,39.84,"(12.298996264093255, 76.6439177145041)"
10.0,28.57,487.0,32.18,1.5,-0.13,0.0,379.25,-13.09,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.32,39.84,"(12.299028549589146, 76.64396334798394)"
10.1,28.55,487.0,32.18,3.5,-0.04,0.0,379.2,-13.94,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.37,39.84,"(12.299060835085037, 76.64400898146378)"
10.2,28.52,487.0,32.03,4.0,0.0,0.0,379.2,-13.34,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.42,39.84,"(12.29909312058093, 76.64405461494363)"
10.3,28.48,487.0,31.85,2.5,-0.06,0.0,379.2,-12.79,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.47,39.84,"(12.29912540607682, 76.64410024842346)"
10.4,28.46,487.0,31.7,1.51,-0.04,0.0,379.25,-12.69,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299157691572711, 76.6441458819033)"
10.5,28.43,487.0,31.7,2.0,-0.05,0.0,379.3,-12.6,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299189977068602, 76.64419151538314)"
10.6,28.36,487.0,31.7,2.0,-0.09,0.0,379.3,-12.65,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299222262564495, 76.64423714886298)"
10.7,28.29,487.0,32.03,2.0,-0.05,0.0,379.3,-12.76,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299254548060386, 76.64428278234281)"
10.8,28.28,487.0,32.48,2.01,-0.05,0.0,379.25,-13.36,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299286833556277, 76.64432841582266)"
10.9,28.18,487.0,33.28,3.99,-0.08,0.0,379.2,-13.98,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.29931911905217, 76.6443740493025)"
11.0,28.21,487.0,34.65,5.0,-0.05,0.0,379.15,-14.83,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.29935140454806, 76.64441968278234)"
11.1,28.22,487.0,35.4,6.01,-0.02,0.0,379.1,-15.67,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299383690043951, 76.64446531626217)"
11.2,28.16,487.0,35.4,7.51,-0.01,0.0,379.05,-16.42,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299415975539842, 76.64451094974201)"
11.3,28.17,487.0,35.58,8.5,0.05,0.0,379.0,-17.15,31.0,32.0,63.2,72.0,8,90,0.0,0,3.24,0,33.5,0,15.5,39.84,"(12.299448261035735, 76.64455658322186)"
11.4,28.14,487.0,35.9,9.01,0.17,0.0,378.95,-17.65,31.0,32.0,63.2,72.0,8,90,0.0,0,3.23,0,33.5,0,15.5,39.84,"(12.299480546531626, 76.6446022167017)"
11.5,28.17,487.0,36.05,10.49,0.13,0.0,378.9,-18.13,31.0,32.0,63.2,72.0,8,90,0.0,0,3.21,0,33.5,0,15.5,39.84,"(12.299512832027517, 76.64464785018154)"
11.6,28.17,487.0,36.05,10.01,0.01,0.0,378.9,-18.48,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.29954511752341, 76.64469348366137)"
11.7,28.15,487.0,36.05,11.5,0.01,0.0,378.9,-18.77,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.2995774030193, 76.64473911714121)"
11.8,28.18,487.0,36.05,10.5,0.07,0.0,378.9,-18.42,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299609688515192, 76.64478475062106)"
11.9,28.2,487.0,35.9,10.5,0.1,0.0,378.9,-18.09,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299641974011083, 76.6448303841009)"
12.0,28.2,487.0,35.9,11.0,0.1,0.0,378.95,-17.94,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299674259506975, 76.64487601758073)"
12.1,28.2,487.0,35.73,10.0,0.1,0.0,379.0,-17.8,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299706545002866, 76.64492165106057)"
12.2,28.21,487.0,35.58,9.51,0.05,0.0,378.95,-17.75,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299738830498757, 76.64496728454041)"
12.3,28.21,487.0,35.57,9.51,0.05,0.0,378.9,-17.67,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299771115994648, 76.64501291802026)"
12.4,28.25,487.0,35.4,9.0,0.1,0.0,378.95,-17.37,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299803401490541, 76.64505855150009)"
12.5,28.21,487.0,35.28,9.0,0.11,0.0,379.0,-17.06,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299835686986432, 76.64510418497993)"
12.6,28.21,487.0,34.8,8.99,0.07,0.0,379.0,-16.61,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299867972482323, 76.64514981845977)"
12.7,28.23,487.0,34.8,7.99,0.09,0.0,379.0,-16.2,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299900257978216, 76.64519545193961)"
12.8,28.18,487.0,34.95,7.51,0.06,0.0,379.0,-16.25,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299932543474107, 76.64524108541944)"
12.9,28.19,487.0,35.4,8.49,0.03,0.0,379.0,-16.38,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299964828969998, 76.64528671889929)"
13.0,28.21,487.0,35.9,8.5,0.01,0.0,378.95,-17.18,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.299997114465889, 76.64533235237913)"
13.1,28.16,487.0,36.2,10.0,0.0,0.0,378.9,-17.95,31.0,32.0,63.2,72.0,8,90,0.0,0,3.2,0,33.5,0,15.5,39.84,"(12.300029399961781, 76.64537798585897)"
