Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [°C],max. Battery Temperature [°C],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Ambient Temperature [°C],Requested Coolant Temperature [°C],Heat Exchanger Temperature [°C],Cabin Temperature Sensor [°C],Location
2056.0,0.85,575.0,0.0,-8.13,0.23,0.0,365.1,-4.07,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959589795528379, 77.57762434549971)"
2056.1,0.8,575.0,0.0,-8.59,0.19,0.0,365.1,-4.22,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.95962208102427, 77.57766997897956)"
2056.2,0.79,575.0,0.0,-8.96,0.26,0.0,365.1,-4.25,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.95965436652016, 77.57771561245939)"
2056.3,0.78,575.0,0.0,-8.0,0.23,0.0,365.1,-4.15,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959686652016053, 77.57776124593923)"
2056.4,0.8,575.0,0.0,-7.54,0.21,0.0,365.1,-4.17,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959718937511944, 77.57780687941907)"
2056.5,0.77,575.0,0.0,-8.0,0.19,0.0,365.1,-4.32,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959751223007835, 77.57785251289891)"
2056.6,0.76,575.0,0.0,-7.91,0.24,0.0,365.1,-4.42,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959783508503726, 77.57789814637874)"
2056.7,0.75,575.0,0.0,-8.0,0.21,0.0,365.1,-4.47,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959815793999619, 77.57794377985859)"
2056.8,0.8,575.0,0.0,-7.04,0.21,0.0,365.1,-4.45,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.95984807949551, 77.57798941333843)"
2056.9,0.78,575.0,0.0,-8.0,0.21,0.0,365.1,-4.35,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.9598803649914, 77.57803504681827)"
2057.0,0.77,575.0,4.32,-8.0,0.19,0.0,365.12,-4.2,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959912650487293, 77.57808068029811)"
2057.1,0.78,575.0,6.9,-1.96,0.05,0.0,365.17,-4.0,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959944935983184, 77.57812631377794)"
2057.2,0.79,575.0,6.73,1.04,0.01,0.0,365.18,-3.92,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.959977221479075, 77.57817194725779)"
2057.3,0.81,575.0,5.97,4.5,-0.04,0.0,365.13,-3.97,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960009506974966, 77.57821758073763)"
2057.4,0.97,575.0,3.28,6.02,-0.02,0.0,365.1,-3.98,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960041792470859, 77.57826321421747)"
2057.5,1.02,575.0,0.0,5.5,0.01,0.0,365.1,-3.93,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.96007407796675, 77.5783088476973)"
2057.6,1.15,575.0,0.0,4.0,0.11,0.0,365.1,-3.83,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960106363462641, 77.57835448117714)"
2057.7,1.25,575.0,0.0,1.98,0.15,0.0,365.1,-3.68,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960138648958534, 77.57840011465699)"
2057.8,1.25,575.0,0.0,1.44,0.08,0.0,365.12,-3.58,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960170934454425, 77.57844574813683)"
2057.9,1.28,575.0,0.0,1.45,0.07,0.0,365.17,-3.53,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960203219950316, 77.57849138161666)"
2058.0,1.35,575.0,0.0,0.0,0.17,0.0,365.2,-3.57,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.960235505446207, 77.5785370150965)"
2058.1,1.32,575.0,0.0,-2.04,0.21,0.0,365.2,-3.72,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.9602677909421, 77.57858264857634)"
2058.2,1.37,575.0,0.0,-2.04,0.19,0.0,365.2,-3.78,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.66,"(12.96030007643799, 77.57862828205619)"
2058.3,1.42,575.0,0.0,-3.53,0.24,0.0,365.2,-3.73,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.64,"(12.960332361933881, 77.57867391553602)"
2058.4,1.36,575.0,0.0,-5.02,0.16,0.0,365.2,-3.7,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.62,"(12.960364647429772, 77.57871954901586)"
2058.5,1.4,575.0,0.0,-5.02,0.18,0.0,365.2,-3.7,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.61,"(12.960396932925665, 77.5787651824957)"
2058.6,1.4,575.0,0.0,-6.54,0.21,0.0,365.2,-3.7,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.59,"(12.960429218421556, 77.57881081597554)"
2058.7,1.43,575.0,0.0,-8.48,0.34,0.0,365.2,-3.7,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.57,"(12.960461503917447, 77.57885644945537)"
2058.8,1.4,575.0,0.0,-9.44,0.35,0.0,365.2,-3.68,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.56,"(12.96049378941334, 77.57890208293522)"
2058.9,1.32,575.0,0.0,-10.48,0.45,0.0,365.2,-3.63,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.54,"(12.96052607490923, 77.57894771641506)"
2059.0,1.3,575.0,0.0,-10.56,0.45,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.52,"(12.960558360405122, 77.5789933498949)"
2059.1,1.19,575.0,0.0,-11.07,0.39,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.51,"(12.960590645901013, 77.57903898337474)"
2059.2,1.21,575.0,0.0,-13.5,0.39,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960622931396905, 77.57908461685457)"
2059.3,1.08,575.0,0.0,-14.01,0.42,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960655216892796, 77.57913025033442)"
2059.4,1.03,575.0,0.0,-14.0,0.31,0.0,365.18,-3.67,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960687502388687, 77.57917588381426)"
2059.5,0.95,575.0,0.0,-12.01,0.29,0.0,365.13,-3.82,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.96071978788458, 77.5792215172941)"
2059.6,1.01,575.0,0.0,-12.01,0.32,0.0,365.1,-4.0,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.96075207338047, 77.57926715077393)"
2059.7,0.89,575.0,0.0,-11.99,0.33,0.0,365.1,-4.2,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960784358876362, 77.57931278425377)"
2059.8,0.85,575.0,0.0,-10.51,0.31,0.0,365.1,-4.28,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960816644372253, 77.57935841773362)"
2059.9,0.84,575.0,0.0,-9.01,0.27,0.0,365.1,-4.23,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960848929868146, 77.57940405121346)"
2060.0,0.75,575.0,0.0,-8.51,0.29,0.0,365.1,-4.18,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960881215364036, 77.57944968469329)"
2060.1,0.73,575.0,0.0,-9.5,0.19,0.0,365.1,-4.13,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.960913500859927, 77.57949531817313)"
2060.2,0.74,575.0,0.0,-7.51,0.19,0.0,365.1,-4.08,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.52,"(12.960945786355818, 77.57954095165297)"
2060.3,0.7,575.0,0.0,-7.51,0.14,0.0,365.1,-4.03,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.54,"(12.960978071851711, 77.57958658513282)"
2060.4,0.77,575.0,0.0,-7.01,0.18,0.0,365.1,-4.0,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.55,"(12.961010357347602, 77.57963221861264)"
2060.5,0.73,575.0,0.0,-7.01,0.22,0.0,365.1,-4.0,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.57,"(12.961042642843493, 77.57967785209249)"
2060.6,0.78,575.0,0.0,-7.49,0.21,0.0,365.12,-3.93,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.59,"(12.961074928339386, 77.57972348557233)"
2060.7,0.75,575.0,0.0,-7.49,0.19,0.0,365.17,-3.78,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.6,"(12.961107213835277, 77.57976911905217)"
2060.8,0.75,575.0,0.0,-7.99,0.21,0.0,365.2,-3.68,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.62,"(12.961139499331168, 77.579814752532)"
2060.9,0.79,575.0,0.0,-7.01,0.19,0.0,365.2,-3.63,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.64,"(12.961171784827059, 77.57986038601184)"
2061.0,0.76,575.0,0.0,-8.0,0.12,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.65,"(12.961204070322951, 77.57990601949169)"
2061.1,0.81,575.0,0.0,-8.5,0.11,0.0,365.2,-3.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961236355818842, 77.57995165297153)"
2061.2,0.81,575.0,0.0,-8.01,0.02,0.0,365.2,-3.62,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961268641314733, 77.57999728645136)"
2061.3,0.87,575.0,0.0,-8.0,0.01,0.0,365.2,-3.67,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961300926810626, 77.5800429199312)"
2061.4,1.0,575.0,0.0,-9.49,0.08,0.0,365.2,-3.68,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961333212306517, 77.58008855341104)"
2061.5,1.0,575.0,0.0,-10.0,0.28,0.0,365.2,-3.63,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961365497802408, 77.58013418689089)"
2061.6,1.02,575.0,0.0,-10.49,0.6,0.0,365.18,-3.67,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961397783298299, 77.58017982037073)"
2061.7,0.93,575.0,0.0,-11.49,0.83,0.0,365.13,-3.82,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961430068794192, 77.58022545385056)"
2061.8,0.88,575.0,0.0,-11.49,1.02,0.0,365.1,-3.88,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961462354290083, 77.5802710873304)"
2061.9,0.8,575.0,0.0,-9.52,1.01,0.0,365.1,-3.83,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961494639785974, 77.58031672081025)"
2062.0,0.78,575.0,0.0,-5.51,0.49,0.0,365.12,-3.68,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961526925281866, 77.58036235429009)"
2062.1,0.49,575.0,0.0,-3.51,0.06,0.0,365.17,-3.43,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.67,"(12.961559210777757, 77.58040798776992)"
2062.2,0.2,575.0,0.0,-0.96,-0.04,0.0,365.2,-3.35,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.66,"(12.961591496273648, 77.58045362124976)"
2062.3,0.2,575.0,0.0,0.99,0.0,0.0,365.2,-3.45,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.64,"(12.96162378176954, 77.5804992547296)"
2062.4,0.16,575.0,0.0,1.48,0.08,0.0,365.18,-3.8,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.62,"(12.961656067265432, 77.58054488820945)"
2062.5,0.13,575.0,0.0,3.5,0.17,0.0,365.13,-4.4,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.61,"(12.961688352761323, 77.58059052168927)"
2062.6,0.11,575.0,0.0,6.5,0.21,0.0,365.1,-4.75,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.59,"(12.961720638257214, 77.58063615516912)"
2062.7,0.09,575.0,0.0,10.48,0.29,0.0,365.1,-4.85,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.57,"(12.961752923753107, 77.58068178864896)"
2062.8,0.09,575.0,0.0,11.47,0.26,0.0,365.1,-4.9,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.56,"(12.961785209248998, 77.5807274221288)"
2062.9,0.11,575.0,4.85,9.52,0.28,0.0,365.1,-4.9,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.54,"(12.961817494744889, 77.58077305560863)"
2063.0,0.11,575.0,9.52,11.99,0.29,0.0,365.1,-4.97,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.52,"(12.96184978024078, 77.58081868908847)"
2063.1,0.13,575.0,9.52,13.49,0.27,0.0,365.1,-5.12,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.51,"(12.961882065736672, 77.58086432256832)"
2063.2,0.13,575.0,9.68,14.47,0.25,0.0,365.1,-5.18,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.961914351232563, 77.58090995604816)"
2063.3,0.21,575.0,9.53,13.6,0.21,0.0,365.1,-5.13,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.961946636728454, 77.58095558952799)"
2063.4,0.22,575.0,9.53,14.0,0.24,0.0,365.1,-5.08,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.961978922224347, 77.58100122300783)"
2063.5,0.25,575.0,9.68,16.43,0.23,0.0,365.1,-5.03,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962011207720238, 77.58104685648767)"
2063.6,0.27,575.0,11.52,18.43,0.41,0.0,365.1,-4.93,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962043493216129, 77.58109248996752)"
2063.7,0.25,575.0,15.3,19.93,0.31,0.0,365.1,-4.78,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.96207577871202, 77.58113812344736)"
2063.8,0.23,575.0,21.25,22.97,0.25,0.0,365.08,-5.07,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962108064207913, 77.58118375692719)"
2063.9,0.35,575.0,23.18,32.9,0.5,0.0,365.03,-5.82,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962140349703803, 77.58122939040703)"
2064.0,0.33,575.0,24.89,44.27,0.55,0.0,365.0,-6.4,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962172635199694, 77.58127502388687)"
2064.1,0.08,575.0,24.91,50.63,0.58,0.0,365.0,-6.8,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962204920695585, 77.58132065736672)"
2064.2,0.47,575.0,24.4,59.9,0.6,0.0,364.98,-7.12,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962237206191478, 77.58136629084655)"
2064.3,0.69,575.0,23.35,63.5,0.67,0.0,364.93,-7.37,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962269491687369, 77.58141192432639)"
2064.4,0.9,575.0,20.43,64.47,0.65,0.0,364.9,-7.55,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.96230177718326, 77.58145755780623)"
2064.5,1.07,575.0,18.54,63.93,0.56,0.0,364.9,-7.65,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962334062679153, 77.58150319128607)"
2064.6,1.2,575.0,18.38,61.11,0.61,0.0,364.9,-7.77,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962366348175044, 77.5815488247659)"
2064.7,1.4,575.0,18.38,59.61,0.88,0.0,364.9,-7.92,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962398633670935, 77.58159445824575)"
2064.8,1.61,575.0,18.53,56.24,0.84,0.0,364.9,-8.12,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962430919166826, 77.58164009172559)"
2064.9,1.86,575.0,18.53,57.02,0.67,0.0,364.9,-8.37,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.962463204662718, 77.58168572520543)"
2065.0,2.0,575.0,16.49,56.84,0.78,0.0,364.9,-8.5,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.96249549015861, 77.58173135868526)"
2065.1,2.26,575.0,14.08,54.76,0.87,0.0,364.9,-8.5,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.5,"(12.9625277756545, 77.5817769921651)"
2065.2,2.46,575.0,13.99,47.15,0.77,0.0,364.9,-8.28,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.49,"(12.962560061150391, 77.58182262564495)"
2065.3,2.63,575.0,14.32,44.34,0.69,0.0,364.9,-7.83,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.47,"(12.962592346646284, 77.58186825912479)"
2065.4,2.8,575.0,15.97,39.08,0.55,0.0,364.9,-7.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.46,"(12.962624632142175, 77.58191389260462)"
2065.5,2.94,575.0,16.98,35.92,0.7,0.0,364.9,-7.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.44,"(12.962656917638066, 77.58195952608446)"
2065.6,3.05,575.0,16.65,34.66,0.64,0.0,364.9,-7.5,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.42,"(12.962689203133959, 77.5820051595643)"
2065.7,3.19,575.0,16.53,33.5,0.59,0.0,364.9,-7.3,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.41,"(12.96272148862985, 77.58205079304415)"
2065.8,3.3,575.0,16.2,33.0,0.53,0.0,364.92,-7.0,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.39,"(12.96275377412574, 77.58209642652398)"
2065.9,3.41,575.0,15.9,29.24,0.42,0.0,364.97,-6.6,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.37,"(12.962786059621632, 77.58214206000382)"
2066.0,3.49,575.0,15.62,25.08,0.41,0.0,365.0,-6.3,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.36,"(12.962818345117524, 77.58218769348366)"
2066.1,3.52,575.0,15.6,22.16,0.27,0.0,365.0,-6.1,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.962850630613415, 77.5822333269635)"
2066.2,3.55,575.0,15.43,17.67,0.28,0.0,365.0,-5.85,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.962882916109306, 77.58227896044335)"
2066.3,3.58,575.0,15.43,15.34,0.13,0.0,365.0,-5.55,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.962915201605199, 77.58232459392318)"
2066.4,3.57,575.0,15.01,14.16,0.14,0.0,365.02,-5.35,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96294748710109, 77.58237022740302)"
2066.5,3.5,575.0,14.5,14.18,0.05,0.0,365.07,-5.25,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96297977259698, 77.58241586088286)"
2066.6,3.47,575.0,14.5,11.25,0.06,0.0,365.1,-5.15,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963012058092872, 77.5824614943627)"
2066.7,3.45,575.0,11.81,10.5,0.0,0.0,365.1,-5.05,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963044343588765, 77.58250712784253)"
2066.8,3.4,575.0,7.58,9.16,-0.03,0.0,365.1,-4.75,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963076629084656, 77.58255276132238)"
2066.9,3.35,575.0,6.15,4.16,-0.07,0.0,365.1,-4.25,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963108914580546, 77.58259839480222)"
2067.0,3.33,575.0,4.91,-1.17,-0.09,0.0,365.12,-3.85,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96314120007644, 77.58264402828206)"
2067.1,3.21,575.0,3.05,0.0,-0.06,0.0,365.17,-3.55,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96317348557233, 77.58268966176189)"
2067.2,3.12,575.0,2.7,-3.0,-0.1,0.0,365.2,-3.38,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963205771068221, 77.58273529524173)"
2067.3,2.98,575.0,2.7,-6.16,-0.03,0.0,365.2,-3.33,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963238056564112, 77.58278092872158)"
2067.4,2.8,575.0,2.23,-5.42,0.11,0.0,365.2,-3.37,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963270342060005, 77.58282656220142)"
2067.5,2.76,575.0,2.55,-6.0,0.09,0.0,365.2,-3.52,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963302627555896, 77.58287219568125)"
2067.6,2.67,575.0,3.57,-7.34,-0.01,0.0,365.18,-3.65,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963334913051787, 77.58291782916109)"
2067.7,2.59,575.0,4.73,-8.08,-0.27,0.0,365.13,-3.75,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96336719854768, 77.58296346264093)"
2067.8,2.38,575.0,4.73,-6.84,-0.64,0.0,365.12,-3.8,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96339948404357, 77.58300909612078)"
2067.9,2.07,575.0,4.15,-8.66,-0.47,0.0,365.17,-3.8,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963431769539461, 77.5830547296006)"
2068.0,1.81,575.0,0.0,-10.34,-0.31,0.0,365.2,-3.78,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963464055035352, 77.58310036308045)"
2068.1,1.64,575.0,0.0,-12.16,-0.22,0.0,365.2,-3.73,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963496340531245, 77.58314599656029)"
2068.2,1.46,575.0,0.0,-13.5,-0.21,0.0,365.18,-3.75,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963528626027136, 77.58319163004013)"
2068.3,1.36,575.0,0.0,-13.58,-0.28,0.0,365.13,-3.85,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963560911523027, 77.58323726351998)"
2068.4,1.14,575.0,0.0,-15.84,-0.41,0.0,365.1,-3.92,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96359319701892, 77.5832828969998)"
2068.5,0.99,575.0,0.0,-15.5,-0.5,0.0,365.1,-3.97,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.96362548251481, 77.58332853047965)"
2068.6,0.91,575.0,0.0,-15.08,-0.53,0.0,365.12,-3.95,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963657768010702, 77.58337416395949)"
2068.7,0.83,575.0,0.0,-11.16,-0.5,0.0,365.17,-3.85,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963690053506593, 77.58341979743933)"
2068.8,0.73,575.0,0.0,-7.74,-0.1,0.0,365.2,-3.75,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963722339002485, 77.58346543091916)"
2068.9,0.44,575.0,0.0,-5.08,0.17,0.0,365.2,-3.65,30.0,31.0,34.3,34.0,8,90,0.0,0,0.6,0,21.0,0,7.5,24.34,"(12.963754624498376, 77.583511064399)"
